contract_id,weak_category,evidence_in_text,has_evidence,crz_predmet,crz_nazov,snippet,path
11818872,najom,najom,True,Zmluva prenájom auly,1/2026/3,"ZMLUVA O NÁJME NEBYTOVÉHO PRIESTORU Č. 1/2026/3 uzavretá podľa zákona č. 116/1990 Zb. o nájme a podnájme nebytových priestorov v znení neskorších predpisov Prenajímateľ: zastúpený: sídlo: IČO: DIČ: číslo účtu: bankové spojenie: (ďalej len „prenajímateľ“) Zmluvné strany Gymnázium–Gimnázium, PaedDr. Gabriel Dobos, riaditeľ Horešská 18, 077 01 Kráľovský Chlmec 00 161012 2020728314 SK43 8180 0000 0070 0018 8316 Štátna pokladnica Nájomca: bydlisko: Angelika Baloghová – Rodičia ZŠ Kr.Chlmec Kráľovský Chlmec 07701 (ďalej len „nájomca“) Čl. I Predmet zmluvy 1. Košický samosprávny kraj je vlastníkom nehnuteľnosti – budovy Gymnázia so súpisným číslom 18/1052, nachádzajúcej sa na ulici Horešskej v Kráľovskom Chlmci, na pozemku registra C KN parc. č. 1883/5, ktorá je evidovaná Okresným úradom v Košiciach, katastrálnym odborom, na liste vlastníctva č.329, kat. územie Kráľovský Chlmec, obec Kráľovský Chlmec, okres Trebišov (ďalej len „nehnuteľnosť“). 2. Podľa zákona č. 446/2001 Z. z. o majetku vyšších územných celkov zveril vlastník nehnuteľnosť do správy správcovi: ( Gymnázium – Gimnázium, Horešská 18, Kráľovský Chlmec), ktorý je oprávnený konať v mene",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818872.txt
11818877,sluzby,prikazn,True,Príkazná zmluva,1/2026,"PRÍKAZNÁ ZMLUVA č. 1/ 2026 uzatvorená podľa ustanovení § 724 a nasl. Občianskeho zákonníka. Článok I. ZMLUVNÉ STRANY 1. Príkazca: OBEC Podhoroď Sídlo: Obecný úrad Podhoroď 112, 072 64 Podhoroď Zastúpený: Anton Hricko - starosta obce IČO: 00325635 DIČ: 2020752294 Bankové spojenie: Prima banka Slovensko, a.s. Číslo účtu: SK58 5600 0000 0042 0949 0002 Tel.: 056/6584077 E – mail: podhorod@podhorod.sk (ďalej len ako,,príkazca“) 2. Príkazník: Milan Čačko Bydlisko: Telefón: (ďalej len ako,,príkazník“) Článok II. PREDMET ZMLUVY Príkazník sa touto zmluvou zaväzuje pre príkazcu zabezpečiť práce podľa požiadaviek 2.1 príkazcu, a to odhŕňanie a odpratávanie snehu na území obce Podhoroď - miestne komunikácie. Článok III. TRVANIE A ZÁNIK ZMLUVY 3.1. Zmluva sa uzatvára na dobu určitú, a to na obdobie od 02.01.2026 do 31.03.2026. 3.2. Zmluvu je možné jednostranne vypovedať v lehote jedného kalendárneho mesiaca. Výpovedná lehota začne plynúť prvým dňom mesiaca nasledujúcom po doručení písomnej výpovede druhej zmluvnej strane. 3.3. Tým nie je dotknuté právo účastníkov ukončiť zmluvný vzťah dohodou kedykoľvek z akéhokoľvek dôvodu. Dohoda musí mať písomnú formu.",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818877.txt
11818883,sluzby,sluzb|superviz,True,Zmluva o výkone supervízie,Zmluva o výkone supervízie zo dňa 19.12.2025,"ZMLUVA O VÝKONE SUPERVÍZIE Článok I. Zmluvné strany Objednávateľ: Názov: Adresa / Sídlo: IČO: Kontakt (e-mail, telefón): Obec Ulič Ulič 89, 067 67 Ulič 00323691 ulic@obeculic.sk, 0577795852 Supervízor: Meno a priezvisko: Adresa: IBAN: Kontakt: doc. PhDr. Maroš Šip, PhD. (ďalej spolu len „zmluvné strany“) Článok II. Predmet zmluvy 1. Predmetom tejto zmluvy je realizácia Individuálnej supervízie – Riadiaca supervízia pre dvoch zamestnancov (OM KC a KP KC) Komunitného centra Kotva Ulič (ďalej len komunitného centra) v časovom rozmedzí 2 hodiny v Komunitnom centre Kotva, Ulič 117 a v zmysle Zákona č. 448/2008 Z.z. o sociálnych službách a o zmene a doplnení zákona č. 455/1991 Zb. o živnostenskom podnikaní (živnostenský zákon) v znení neskorších predpisov (ďalej iba „supervízia“). 2. Supervízia sa vykonáva v súlade s princípmi sociálnej práce, Etickým kódexom sociálneho pracovníka a platnými právnymi predpismi Slovenskej republiky. Článok III. Zmluvné podmienky 1. Zmluva sa uzatvára na vykonanie činnosti, dňa 30.12.2025 so začiatkom o 10.30 hod. 2. Dokladom o vykonaní supervízie je záznam o vykonaní supervízie, ktorého prílohu bude tvoriť",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818883.txt
11818891,hrobove_miesto,hrobove miesto|hroboveho miesta|hrobov,True,Zmluva o nájme hrobového miesta,8474/2025,"Zmluva o nájme hrobového miesta č.: 8474/2025 variabilný symbol: 1608123128 uzavretá podľa § 21 a nasl. zákona č. 131/2010 Z. z. o pohrebníctve medzi: Prevádzkovateľ pohrebiska: Technické služby mesta Prievidza s.r.o. Mariánska 17, 971 01 Prievidza So sídlom: Zastúpený konateľom spoločnosti:Ing. Marián Bielický IČO: IČ DPH: Bankové spojenie: Číslo účtu: Registrácia: 31 579 183 SK2020467350 VÚB a.s., pobočka Prievidza OR OS Trenčín, Oddiel: Sro, Vložka č.: 2223/R a Nájomcom: Meno a priezvisko: Róbert Lupták Narodený: ___________________________________________ Trvalé bydlisko: _______________________________________ _____________________________________________________________________ Číslo OP: ________________________ Telefón: __________________________ E-mail: ___________________________ I. Úvodné ustanovenie 1.1. Prevádzkovateľ pohrebiska je správcom pohrebísk (cintorínov) na území mesta Prievidza, ktorú činnosť vykonáva na základe Komisionárskej zmluvy uzatvorenej s mestom Prievidza a na základe Úplného znenia zmluvy o nájme hnuteľného a nehnuteľného majetku č. 22/20 uzatvoreného s mestom Prievidza. II. Predmet zmluvy 2.1. Predm",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818891.txt
11818902,najom,najom,True,Zmluva o nájme nebytových priestorov v KD Zástranie dňa 03.01.2026 od 16:00hod. do 18:00hod. - schôdza,1/2026,"Zmluva o nijme nebytovfch priestorov i.2026001 uzatvoren6 podlia Zikona (. 11611990 Zb. o ndjme a podndjme nebytovych priestorov v meni neskor5ich predpisov I. Zmluvn6 strany I Prenajimatel': Zastfpeny: Mesto Zitina so sidlom: Nrimestie obeti komunizmu 1, 0l I 3l Zilina ZILBYT, osoba opr6vnen6 konat' za spolodnost': Ing. Jozef Polt6k, konatel' so sidlom: Nantersk6 8399/29, 010 08 Zilina ""."".r. Bankove spojenie: ICO: DIi: Obchodnli register: Prima banka SK 37 5600 0000 0003 3035 9l 12 46723994 2023541344 Okresnj std v Ziline, odd. Sro, vl. d. 56867/L t Nijomca: Adresa: Dobrovolhf hasiiskf zbor Zistranie Stari dedina 64115, 010 03 Zilina D6tum narodenia,{CO: 001774742812 tr. Predmet zmlury I ) Prenajimatel' je vjludnjm vlastnikom stavby - kulturny dom, srip. d. 60 na parc. d. KN-C 318/3 - zastavan6 plochy a n6dvoria o vyy'mere 2334 m2, zapisan6 na LV d. 335,kat. tz. Z{stranie. Touto zmluvou prenajimatel' prenech6va do n6jmu n6jomcovi dast' nebytovly'ch priestorov, a to: sdla na prizemi/poschodi v budove Specifikovanej dl. II ods. I zmluvy. 2) Prenajimatel' d6va do uZfvania n6jomcovi predmet n6jmu za fdelom: sch6dza. Itr. Uiel nr{.|mu Niijom sa uzatviira na dob",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818902.txt
11818906,spolupraca,spoluprac,True,ZMLUVA O SPOLUPRÁCI,UPJS - 915/2025,"ZMLUVA O SPOLUPRÁCI uzatvorená podľa § 269 ods. 2 zák. č. 513/1991 Z. z. Obchodný zákonník v znení neskorších predpisov (ďalej len „Obchodný zákonník“) 1. Univerzita Pavla Jozefa Šafárika v Košiciach Článok 1 Zmluvné strany Sídlo: Štatutárny orgán: Zastúpenie: IČO: Kontaktná osoba: Email: (ďalej aj „UPJŠ“) Šrobárova 2, 041 80 Košice prof. MUDr. Daniel Pella, PhD., rektor doc. RNDr. Dušan Šveda, CSc., riaditeľ Centra celoživotného vzdelávania a podpory projektov (CCVaPP) UPJŠ, na základe plnej moci rektora UPJŠ zo dňa 06.11.2023 00 397 768 doc. RNDr. JUDr. Pavol Sokol, PhD. et PhD. 2. Stredná priemyselná škola strojnícka, Duklianska 1, Prešov Sídlo: Štatutárny orgán: IČO: Kontaktná osoba E-mail: (ďalej aj „Škola“)............... UPJŠ a Škola označovaní ďalej spoločne aj ako „Zmluvné strany“ alebo samostatne ako „Zmluvná strana“ uzatvárajú túto zmluvu o spolupráci (ďalej len „Zmluva“), za nasledovných podmienok: Článok 2 Predmet a účel Zmluvy 1. Predmetom tejto Zmluvy je realizácia vzájomne výhodnej spolupráce Zmluvných strán v oblastiach ich spoločného záujmu, ktorej cieľom je výmena poznatkov pri vykonávaní aktivít definovaných v ods. 2",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818906.txt
11818907,other,,True,Zmluva o uzavretí budúcej zmluvy o zriadení vecného bremena,022-MA-05-11001-ZBVB/2025,"Zmluva o uzavretí budúcej zmluvy o zriadení vecného bremena č. 022-MA-05-11001-ZBVB/2025 uzatvorená v zmysle §50a, § 151n a nasl. zákona č. 40/1964 Zb. Občiansky zákonník v znení neskorších predpisov (ďalej len „Občiansky zákonník“), (ďalej len „zmluva“) ktorú medzi sebou uzavreli Názov: sídlo: štatutárny orgán: Bankové spojenie: IBAN: SWIFT/BIC: IČO: DIČ: a Obchodné meno: sídlo: štatutárny orgán: osoba oprávnená k podpisu zmluvy: Bankové spojenie: IBAN: SWIFT/BIC: IČO: IČ DPH: Registrácia: Mesto Malacky Bernolákova 5188/1A, Malacky 901 01, SR JUDr. Ing. Juraj Říha, PhD., primátor 00 304 913 2021049393 ďalej ako „budúci povinný z vecného bremena“ Slovenská republika, konajúca prostredníctvom správcu Železnice Slovenskej republiky Klemensova 8, 813 61 Bratislava Ivan Bednárik, MBA, generálny riaditeľ Ing. Štefan Sedláček, riaditeľ odboru investorského 31 364 501 SK 2020480121 Obchodný register Mestského súdu Bratislava III, Oddiel: Po, Vložka č.: 312/B ďalej ako „budúci oprávnený z vecného bremena“ Čl. I. 1.1. Budúci povinný z vecného bremena je výlučným vlastníkom nehnuteľností nachádzajúcich sa v katastrálnom území Malacky,",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818907.txt
11818908,hrobove_miesto,hrobove miesto|hroboveho miesta|hrobov,True,Zmluva o nájme hrobového miesta,8475/2025,"Zmluva o nájme hrobového miesta č.: 8475/2025 variabilný symbol: 1608058107 uzavretá podľa § 21 a nasl. zákona č. 131/2010 Z. z. o pohrebníctve medzi: Prevádzkovateľ pohrebiska: Technické služby mesta Prievidza s.r.o. Mariánska 17, 971 01 Prievidza So sídlom: Zastúpený konateľom spoločnosti:Ing. Marián Bielický IČO: IČ DPH: Bankové spojenie: Číslo účtu: Registrácia: 31 579 183 SK2020467350 VÚB a.s., pobočka Prievidza OR OS Trenčín, Oddiel: Sro, Vložka č.: 2223/R a Nájomcom: Meno a priezvisko: RNDr. Jaroslav Mikuláš Narodený: ___________________________________________ Trvalé bydlisko: _______________________________________ _____________________________________________________________________ Číslo OP: ________________________ Telefón: __________________________ E-mail: ___________________________ I. Úvodné ustanovenie 1.1. Prevádzkovateľ pohrebiska je správcom pohrebísk (cintorínov) na území mesta Prievidza, ktorú činnosť vykonáva na základe Komisionárskej zmluvy uzatvorenej s mestom Prievidza a na základe Úplného znenia zmluvy o nájme hnuteľného a nehnuteľného majetku č. 22/20 uzatvoreného s mestom Prievidza. II. Predmet zmluvy 2",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818908.txt
11818925,other,,True,Delimitačný protokol CRZ č. 04251/2025-OS-0140151/25.00 o odovzdaní a prevzatí správy nehnuteľností vo vlastníctve štátu,CRZč.6026/2025/LSR,"Delimitačný protokol CRZ č. 04251/2025-OS-0140151/25.00 o odovzdaní a prevzatí správy nehnuteľností vo vlastníctve štátu podľa zákona č. 326/2005 Z.z. o lesoch v znení neskorších predpisov (ďalej len „Protokol“) Odovzdávajúci: Slovenský pozemkový fond Sídlo: Búdková 36, 817 15 Bratislava Štatutárny orgán: generálny riaditeľ a námestník generálneho riaditeľa podľa výpisu z obchodného registra IČO: 17 335 345 DIČ: 2021007021 Bankové spojenie: Štátna pokladnica Číslo účtu IBAN: SK35 8180 0000007000001638 zapísaný v Obchodnom registri Mestského súdu Bratislava III, oddiel: PO, vložka 35/B (ďalej len „odovzdávajúci“) a Preberajúci: Slovenská republika - LESY Slovenskej republiky, štátny podnik so sídlom: Námestie SNP 8, 97566, Banská Bystrica štatutárny orgán: Ing. Juraj Marko - riaditeľ IČO: 36038351 DIČ: 2020087982 (ďalej len „preberajúci“ a spolu s odovzdávajúcim „účastníci protokolu“) Čl. I Predmet a dôvod odovzdania správy nehnuteľného majetku štátu 1. Odovzdávajúci odovzdáva a preberajúci preberá podľa § 50 zákona č. 326/2005 Z.z. o lesoch v znení neskorších predpisov správu k nehnuteľnému majetku vo vlastníctve Slovenskej republiky: Okres: Žarnovica Obec: Nová Baň",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818925.txt
11818932,spolupraca,spoluprac,True,ZMLUVA O SPOLUPRÁCI,UPJS - 916/2025,"ZMLUVA O SPOLUPRÁCI uzatvorená podľa § 269 ods. 2 zák. č. 513/1991 Z. z. Obchodný zákonník v znení neskorších predpisov (ďalej len „Obchodný zákonník“) 1. Univerzita Pavla Jozefa Šafárika v Košiciach Článok 1 Zmluvné strany Sídlo: Štatutárny orgán: Zastúpenie: IČO: Kontaktná osoba: Email: (ďalej aj „UPJŠ“) Šrobárova 2, 041 80 Košice prof. MUDr. Daniel Pella, PhD., rektor doc. RNDr. Dušan Šveda, CSc., riaditeľ Centra celoživotného vzdelávania a podpory projektov (CCVaPP) UPJŠ, na základe plnej moci rektora UPJŠ zo dňa 06.11.2023 00 397 768 doc. RNDr. JUDr. Pavol Sokol, PhD. et PhD. 2. Škola umeleckého priemyslu, Vodárenská 3, Prešov............... Sídlo: Štatutárny orgán: IČO: Kontaktná osoba E-mail: (ďalej aj „Škola“) UPJŠ a Škola označovaní ďalej spoločne aj ako „Zmluvné strany“ alebo samostatne ako „Zmluvná strana“ uzatvárajú túto zmluvu o spolupráci (ďalej len „Zmluva“), za nasledovných podmienok: Článok 2 Predmet a účel Zmluvy 1. Predmetom tejto Zmluvy je realizácia vzájomne výhodnej spolupráce Zmluvných strán v oblastiach ich spoločného záujmu, ktorej cieľom je výmena poznatkov pri vykonávaní aktivít definovaných v ods. 2 tohto člán",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818932.txt
11818933,other,,True,Delimitačný protokol CRZ č. 04277/2025-OS-0140152/25.00 o odovzdaní a prevzatí správy nehnuteľností vo vlastníctve štátu,CRZč.6253/2025/LSR,"Delimitačný protokol CRZ č. 04277/2025-OS-0140152/25.00 o odovzdaní a prevzatí správy nehnuteľností vo vlastníctve štátu podľa zákona č. 326/2005 Z.z. o lesoch v znení neskorších predpisov (ďalej len „Protokol“) Odovzdávajúci: Slovenská republika – Slovenský pozemkový fond Sídlo: Búdková 36, 817 15 Bratislava Štatutárny orgán: generálny riaditeľ a námestník generálneho riaditeľa podľa výpisu z obchodného registra IČO: 17 335 345 DIČ: 2021007021 Bankové spojenie: Štátna pokladnica Číslo účtu IBAN: SK35 8180 0000007000001638 zapísaný v Obchodnom registri Mestského súdu Bratislava III, oddiel: PO, vložka 35/B (ďalej len „odovzdávajúci“) a Preberajúci: Slovenská republika - LESY Slovenskej republiky, štátny podnik so sídlom: Námestie SNP 8, 97566, Banská Bystrica štatutárny orgán: Ing. Juraj Marko – riaditeľ IČO: 36038351 DIČ: 2020087982 (ďalej len „preberajúci“ a spolu s odovzdávajúcim „účastníci protokolu“) Čl. I Predmet a dôvod odovzdania správy nehnuteľného majetku štátu 1. Odovzdávajúci odovzdáva a preberajúci preberá podľa § 50 zákona č. 326/2005 Z.z. o lesoch v znení neskorších predpisov správu k nehnuteľnému majetku vo vlastníctve Slovenskej republiky: Okres: Bá",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818933.txt
11818940,other,,True,Delimitačný protokol CRZ č. 04345/2025-OS-0140155/25.00 o odovzdaní a prevzatí správy nehnuteľností vo vlastníctve štátu,CRZč.5990/2025/LSR,"Delimitačný protokol CRZ č. 04345/2025-OS-0140155/25.00 o odovzdaní a prevzatí správy nehnuteľností vo vlastníctve štátu podľa zákona č. 326/2005 Z.z. o lesoch v znení neskorších predpisov (ďalej len „Protokol“) Odovzdávajúci: Slovenská republika – Slovenský pozemkový fond Sídlo: Búdková 36, 817 15 Bratislava Štatutárny orgán: generálny riaditeľ a námestník generálneho riaditeľa podľa výpisu z obchodného registra IČO: 17 335 345 DIČ: 2021007021 Bankové spojenie: Štátna pokladnica Číslo účtu IBAN: SK35 8180 0000007000001638 zapísaný v Obchodnom registri Mestského súdu Bratislava III, oddiel: PO, vložka 35/B (ďalej len „odovzdávajúci“) a Preberajúci: Slovenská republika - LESY Slovenskej republiky, štátny podnik so sídlom: Námestie SNP 8, 97566, Banská Bystrica štatutárny orgán: Ing. Juraj Marko – riaditeľ IČO: 36038351 DIČ: 2020087982 (ďalej len „preberajúci“ a spolu s odovzdávajúcim „účastníci protokolu“) Čl. I Predmet a dôvod odovzdania správy nehnuteľného majetku štátu 1. Odovzdávajúci odovzdáva a preberajúci preberá podľa § 50 zákona č. 326/2005 Z.z. o lesoch v znení neskorších predpisov správu k nehnuteľnému majetku vo vlastníctve Slovenskej republiky: Okres: By",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818940.txt
11818941,dielo,zmluva o dielo|dielo,True,Zmluva o dielo - na výrobu a dodávku terestriálneho televízneho vysielania v Spišskej Novej Vsi,1/2026,"Zmluva o dielo č.... na výrobu a dodávku terestriálneho televízneho vysielania v Spišskej Novej Vsi uzavretá v zmysle § 536 a nasl. zák č. 513/1991 Zb. Obchodného zákonníka v znení neskorších predpisov s poukazom na § 1 ods. 2 písm. j) zákona č. 343/2015 Z. z. o verejnom obstarávaní a o zmene a doplnení niektorých zákonov v znení neskorších predpisov Zhotoviteľ: Objednávateľ: Čl. I Zmluvné strany BIC Spišská Nová Ves, s. r. o. Štefánikovo námestie 1, 052 01 Spišská Nová Ves zastúpená konateľom spoločnosti Marcelom Blahutom IČO: 31 659 969 IČ DPH: SK 2020503012 Bankové spojenie: Prima banka Slovensko, a. s., pobočka Sp. Nová Ves IBAN: SK80 5600 0000 0075 2184 9001 (ďalej iba „zhotoviteľ“) Mesto Spišská Nová Ves Radničné námestie 7, 052 01 Spišská Nová Ves zastúpené primátorom mesta Ing. Pavlom Bečarikom IČO: 00 329 614 DIČ: 2020717875 Bankové spojenie: Prima banka Slovensko, a. s., pobočka Sp. Nová Ves IBAN: SK16 5600 0000 0034 0042 2003 (ďalej iba „objednávateľ“) Čl. II Predmet zmluvy Predmetom tejto zmluvy je výroba a dodávka kompletného televízneho videoprogramu pre terestriálne vysielanie a vysielanie prostredníctvom káblovej siete UPC Broad",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818941.txt
11818943,hrobove_miesto,hrobove miesto|hroboveho miesta|hrobov,True,Zmluva o nájme hrobového miesta,8476/2025,"Zmluva o nájme hrobového miesta č.: 8476/2025 variabilný symbol: 1508056111 uzavretá podľa § 21 a nasl. zákona č. 131/2010 Z. z. o pohrebníctve medzi: Prevádzkovateľ pohrebiska: Technické služby mesta Prievidza s.r.o. Mariánska 17, 971 01 Prievidza So sídlom: Zastúpený konateľom spoločnosti:Ing. Marián Bielický IČO: IČ DPH: Bankové spojenie: Číslo účtu: Registrácia: 31 579 183 SK2020467350 VÚB a.s., pobočka Prievidza OR OS Trenčín, Oddiel: Sro, Vložka č.: 2223/R a Nájomcom: Meno a priezvisko: Milan Nedeljak Narodený: ___________________________________________ Trvalé bydlisko: _______________________________________ _____________________________________________________________________ Číslo OP: ________________________ Telefón: __________________________ E-mail: ___________________________ I. Úvodné ustanovenie 1.1. Prevádzkovateľ pohrebiska je správcom pohrebísk (cintorínov) na území mesta Prievidza, ktorú činnosť vykonáva na základe Komisionárskej zmluvy uzatvorenej s mestom Prievidza a na základe Úplného znenia zmluvy o nájme hnuteľného a nehnuteľného majetku č. 22/20 uzatvoreného s mestom Prievidza. II. Predmet zmluvy 2.1. Pred",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818943.txt
11818946,other,,True,Delimitačný protokol CRZ č. 04405/2025-OS-0140156/25.00 o odovzdaní a prevzatí správy nehnuteľností vo vlastníctve štátu,CRZč.6027/2025/LSR,"Delimitačný protokol CRZ č. 04405/2025-OS-0140156/25.00 o odovzdaní a prevzatí správy nehnuteľností vo vlastníctve štátu podľa zákona č. 326/2005 Z.z. o lesoch v znení neskorších predpisov (ďalej len „Protokol“) Odovzdávajúci: Slovenská republika – Slovenský pozemkový fond Sídlo: Búdková 36, 817 15 Bratislava Štatutárny orgán: generálny riaditeľ a námestník generálneho riaditeľa podľa výpisu z obchodného registra IČO: 17 335 345 DIČ: 2021007021 Bankové spojenie: Štátna pokladnica Číslo účtu IBAN: SK35 8180 0000007000001638 zapísaný v Obchodnom registri Mestského súdu Bratislava III, oddiel: PO, vložka 35/B (ďalej len „odovzdávajúci“) a Preberajúci: Slovenská republika - LESY Slovenskej republiky, štátny podnik so sídlom: Námestie SNP 8, 97566, Banská Bystrica štatutárny orgán: Ing. Juraj Marko – riaditeľ IČO: 36038351 DIČ: 2020087982 (ďalej len „preberajúci“ a spolu s odovzdávajúcim „účastníci protokolu“) Čl. I Predmet a dôvod odovzdania správy nehnuteľného majetku štátu 1. Odovzdávajúci odovzdáva a preberajúci preberá podľa § 50 zákona č. 326/2005 Z.z. o lesoch v znení neskorších predpisov správu k nehnuteľnému majetku vo vlastníctve Slovenskej republiky: Okres: Ni",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818946.txt
11818949,hrobove_miesto,hrobove miesto|hroboveho miesta|hrobov,True,Zmluva o nájme hrobového miesta,8477/2025,"Zmluva o nájme hrobového miesta č.: 8477/2025 variabilný symbol: 1608001103 uzavretá podľa § 21 a nasl. zákona č. 131/2010 Z. z. o pohrebníctve medzi: Prevádzkovateľ pohrebiska: Technické služby mesta Prievidza s.r.o. Mariánska 17, 971 01 Prievidza So sídlom: Zastúpený konateľom spoločnosti:Ing. Marián Bielický IČO: IČ DPH: Bankové spojenie: Číslo účtu: Registrácia: 31 579 183 SK2020467350 VÚB a.s., pobočka Prievidza OR OS Trenčín, Oddiel: Sro, Vložka č.: 2223/R a Nájomcom: Meno a priezvisko: Vladimír Sloboda Narodený: ___________________________________________ Trvalé bydlisko: _______________________________________ _____________________________________________________________________ Číslo OP: ________________________ Telefón: __________________________ E-mail: ___________________________ I. Úvodné ustanovenie 1.1. Prevádzkovateľ pohrebiska je správcom pohrebísk (cintorínov) na území mesta Prievidza, ktorú činnosť vykonáva na základe Komisionárskej zmluvy uzatvorenej s mestom Prievidza a na základe Úplného znenia zmluvy o nájme hnuteľného a nehnuteľného majetku č. 22/20 uzatvoreného s mestom Prievidza. II. Predmet zmluvy 2.1. Pr",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818949.txt
11818951,sluzby,sluzb|sluzieb|servis|strav|pomocnych prac,True,ZMLUVA O VYKONANÍ POMOCNÝCH PRÁC č. UVVaUVTOS-04178/34-PO-2025 uzavretá podľa § 269 ods. 2 zákona č. 513/1991 Zb. Obchodný zákonník v znení neskorších predpisov (ďalej len „Obchodný zákonník“),UVVaUVTOS-04178/34-PO-2025,"ZMLUVA O VYKONANÍ POMOCNÝCH PRÁC č. UVVaUVTOS-04178/34-PO-2025 uzavretá podľa § 269 ods. 2 zákona č. 513/1991 Zb. Obchodný zákonník v znení neskorších predpisov (ďalej len „Obchodný zákonník“) Poskytovateľom: medzi Názov organizácie: Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody Kpt. Nálepku 1, 081 13 Prešov Sídlo: Korešpondenčná adresa: Kpt. Nálepku 1, priečinok 113, 081 13 Prešov Právna forma: rozpočtová organizácia zriadená na základe zriaďovacej listiny Ministerstva spravodlivosti Slovenskej republiky č. GR ZVJS-8-1/16-2011 zo dňa 13. decembra 2011 00738409 IČO: DIČ: Zastúpený: plk. Mgr. Norbert Kundrák, riaditeľ Ústavu na výkon väzby a Ústavu na výkon trestu odňatia slobody Prešov (ďalej len „riaditeľ“) Osoba oprávnená rokovať vo veciach organizačných: Bankové spojenie: IBAN: (ďalej len „poskytovateľ“) Objednávateľom: a Názov organizácie: NIDUM Services, s.r.o. Sídlo: Korešpondenčná adresa: Slovenská 16, 080 01 Prešov Právna forma: Slovenská 16, 080 01 Prešov Spoločnosť s ručením obmedzeným zapísaná v obchodnom registri Okresného súdu Prešov, oddiel Sro, vložka č. 40609/P Štatutárny orgán/zastúpený: Ing. Anton Šar",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818951.txt
11818959,other,,True,Delimitačný protokol CRZ č. 04747/2025-OS-0140167/25.00 o odovzdaní a prevzatí správy nehnuteľností vo vlastníctve štátu,CRZč.6441/2025/LSR,"Delimitačný protokol CRZ č. 04747/2025-OS-0140167/25.00 o odovzdaní a prevzatí správy nehnuteľností vo vlastníctve štátu podľa zákona č. 326/2005 Z.z. o lesoch v znení neskorších predpisov (ďalej len „Protokol“) Odovzdávajúci: Slovenský pozemkový fond Sídlo: Búdková 36, 817 15 Bratislava Štatutárny orgán: generálny riaditeľ a námestník generálneho riaditeľa podľa výpisu z obchodného registra IČO: 17 335 345 DIČ: 2021007021 Bankové spojenie: Štátna pokladnica Číslo účtu IBAN: SK35 8180 0000007000001638 zapísaný v Obchodnom registri Mestského súdu Bratislava III, oddiel: PO, vložka 35/B (ďalej len „odovzdávajúci“) a Preberajúci: Slovenská republika - LESY Slovenskej republiky, štátny podnik so sídlom: Námestie SNP 8, 97566, Banská Bystrica štatutárny orgán: Ing. Juraj Marko - riaditeľ IČO: 36038351 DIČ: 2020087982 (ďalej len „preberajúci“ a spolu s odovzdávajúcim „účastníci protokolu“) Čl. I Predmet a dôvod odovzdania správy nehnuteľného majetku štátu 1. Odovzdávajúci odovzdáva a preberajúci preberá podľa § 50 zákona č. 326/2005 Z.z. o lesoch v znení neskorších predpisov správu k nehnuteľnému majetku vo vlastníctve Slovenskej republiky: Okres: Košice - okolie Obec: Sl",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11818959.txt
